Month,Decade,Tmax(C),Tmin(C)
10,1966-1975,14.8,10.5
10,1966-1975,16.2,12.2
10,1966-1975,17.4,13
10,1966-1975,19.5,13
10,1966-1975,19.9,8.8
10,1966-1975,17.7,10.1
10,1966-1975,18.6,13.2
10,1966-1975,17.1,11.9
10,1966-1975,19.5,12.1
10,1966-1975,14.7,6.9
10,1966-1975,15.2,9.1
10,1966-1975,16.7,10.8
10,1966-1975,16.3,13.9
10,1966-1975,16.2,12
10,1966-1975,16.1,12.3
10,1966-1975,18,13
10,1966-1975,19,13
10,1966-1975,21.2,12.4
10,1966-1975,20,12.9
10,1966-1975,19.7,13.4
10,1966-1975,17.5,11.5
11,1966-1975,17.6,6.9
11,1966-1975,18.8,8.8
11,1966-1975,20.4,12.7
11,1966-1975,21.4,14
11,1966-1975,18,14
11,1966-1975,18.8,12.1
11,1966-1975,19.1,13.3
11,1966-1975,21.9,13
11,1966-1975,17.8,11.6
11,1966-1975,17.7,11.5
11,1966-1975,17.2,11.7
11,1966-1975,17.4,11.6
11,1966-1975,18.4,14.3
11,1966-1975,18.6,14.6
11,1966-1975,18.2,9
11,1966-1975,19.5,7.7
11,1966-1975,18.3,13.5
11,1966-1975,18.6,12.1
11,1966-1975,19.7,13.1
11,1966-1975,18.1,12.8
11,1966-1975,16.4,11.9
11,1966-1975,16.3,5.3
11,1966-1975,17.4,12.6
11,1966-1975,19.7,11.8
11,1966-1975,19.7,12.3
11,1966-1975,20.7,13.4
11,1966-1975,21.4,16.6
11,1966-1975,20.4,10.6
11,1966-1975,19,10.8
11,1966-1975,19.7,14.4
12,1966-1975,20.6,11.2
12,1966-1975,20.9,13.8
12,1966-1975,20.5,15.4
12,1966-1975,19.1,14.1
12,1966-1975,19.2,11.2
12,1966-1975,22.9,14.7
12,1966-1975,18.5,10.7
12,1966-1975,23.2,11.8
12,1966-1975,22.1,11.3
12,1966-1975,21.7,13.1
12,1966-1975,22.7,16
12,1966-1975,20.7,14.3
12,1966-1975,19,13.5
12,1966-1975,22.1,17.1
12,1966-1975,18.7,10.6
12,1966-1975,19.6,13.7
12,1966-1975,20.3,15.2
12,1966-1975,21.7,16.2
12,1966-1975,24.5,18.2
12,1966-1975,21.3,15.5
12,1966-1975,19.7,15.3
12,1966-1975,19.5,15.1
12,1966-1975,17.7,14.9
12,1966-1975,18.8,12.4
12,1966-1975,19.1,14.7
12,1966-1975,18.3,9.6
12,1966-1975,17.2,9
12,1966-1975,18,13.5
12,1966-1975,19.3,10.3
12,1966-1975,19.4,12.3
12,1966-1975,22,14.4
01,2009-2018,25,17.7
01,2009-2018,24.2,18
01,2009-2018,25.8,20.2
01,2009-2018,26.7,15.3
01,2009-2018,21,13.1
01,2009-2018,21,13
01,2009-2018,22.5,12.8
01,2009-2018,22.2,14.9
01,2009-2018,26.5,18.2
01,2009-2018,26.2,19
01,2009-2018,23.3,15.7
01,2009-2018,22.3,15
01,2009-2018,24.2,17.3
01,2009-2018,23,16
01,2009-2018,24.1,14
01,2009-2018,23.1,16.9
01,2009-2018,22.5,17.1
01,2009-2018,24.3,14.9
01,2009-2018,22,14.8
01,2009-2018,21.4,15.8
01,2009-2018,21.4,14.3
01,2009-2018,21.9,12.2
01,2009-2018,24.2,13.1
01,2009-2018,25.2,14.5
01,2009-2018,25.1,15.1
01,2009-2018,24.6,17.7
01,2009-2018,23.8,19.4
01,2009-2018,24,15
01,2009-2018,24.1,15.2
01,2009-2018,22.6,17.1
01,2009-2018,22.8,18
02,2009-2018,24,18.4
02,2009-2018,23.2,18.1
02,2009-2018,23.8,17.5
02,2009-2018,26.9,16.1
02,2009-2018,26.2,17.5
02,2009-2018,26.9,17.7
02,2009-2018,27.4,15.7
02,2009-2018,26.9,19
02,2009-2018,26.3,17.6
02,2009-2018,27.5,20.1
02,2009-2018,26.9,20.2
02,2009-2018,26.8,22.1
02,2009-2018,28.4,18
02,2009-2018,22.4,13.7
02,2009-2018,18.3,13.3
02,2009-2018,23.6,16.4
02,2009-2018,23,17
02,2009-2018,25.9,17.1
02,2009-2018,25,18
02,2009-2018,25.8,20.6
02,2009-2018,23.3,19.1
02,2009-2018,25.5,18.2
02,2009-2018,23.4,16.6
02,2009-2018,23.1,15.3
02,2009-2018,22.1,14.4
02,2009-2018,22.1,12.4
02,2009-2018,22.5,15.9
02,2009-2018,22.9,17.2
03,2009-2018,23.3,17.1
03,2009-2018,25.7,17.5
03,2009-2018,23,16.9
03,2009-2018,22.8,16.5
03,2009-2018,23,18.2
03,2009-2018,21.3,19.3
03,2009-2018,25,19.4
03,2009-2018,25.3,17.5
03,2009-2018,22.5,16.6
03,2009-2018,20.7,15.1
03,2009-2018,20.7,15.8
03,2009-2018,20,12
03,2009-2018,20,13.6
03,2009-2018,19.8,12
03,2009-2018,20,13.8
03,2009-2018,22.4,13.6
03,2009-2018,22.5,13.7
03,2009-2018,23.6,15.3
03,2009-2018,23.5,16.6
03,2009-2018,22.4,16.7
03,2009-2018,20.6,15.9
03,2009-2018,21.4,12.9
03,2009-2018,21.6,14.9
03,2009-2018,21,9
03,2009-2018,19,9
03,2009-2018,21,13.1
03,2009-2018,20.5,9.2
03,2009-2018,20.7,10.1
03,2009-2018,21.2,12
03,2009-2018,21.4,10.6
03,2009-2018,21.7,14.5
04,2009-2018,20.6,14.3
04,2009-2018,20.8,9.1
04,2009-2018,20,9
04,2009-2018,19.9,8.7
04,2009-2018,22,12
04,2009-2018,22.9,10.8
04,2009-2018,22.8,14.8
04,2009-2018,21.7,15
04,2009-2018,18.6,10.3
04,2009-2018,15.9,5
04,2009-2018,18,9.5
04,2009-2018,18.4,13.8
04,2009-2018,19.2,13.3
04,2009-2018,20.2,13.5
04,2009-2018,20.5,12.2
04,2009-2018,22.4,10.5
04,2009-2018,21.9,10.7
04,2009-2018,20,14
04,2009-2018,21,14.8
04,2009-2018,19.2,15.9
04,2009-2018,17.9,10.8
04,2009-2018,16.9,8.6
04,2009-2018,17.6,9.6
04,2009-2018,18.5,13.3
04,2009-2018,20.3,16.8
04,2009-2018,20.5,16.4
04,2009-2018,19.5,17.6
04,2009-2018,22.1,18.1
04,2009-2018,22.2,17.7
04,2009-2018,21,14
05,2009-2018,19.6,10.5
05,2009-2018,18,10
05,2009-2018,12.3,9
05,2009-2018,17,6.7
05,2009-2018,16.1,7.7
05,2009-2018,18.6,12.2
05,2009-2018,17.6,7.2
05,2009-2018,16,10
05,2009-2018,14.1,7.7
05,2009-2018,14.9,9.4
05,2009-2018,15.3,8.6
05,2009-2018,12.9,8.5
05,2009-2018,15,7
05,2009-2018,16.3,8.6
05,2009-2018,17.2,8
05,2009-2018,18.9,12.1
05,2009-2018,20.1,12
05,2009-2018,20.7,10.7
05,2009-2018,18.7,10.7
05,2009-2018,16.5,8.3
05,2009-2018,11.8,4.3
05,2009-2018,11.8,1.7
05,2009-2018,15.4,4.5
05,2009-2018,13.2,5.9
05,2009-2018,14.3,8.9
05,2009-2018,15.4,10.6
05,2009-2018,14.3,10.5
05,2009-2018,16.7,5.9
05,2009-2018,15.6,6.7
05,2009-2018,16.3,9.7
05,2009-2018,15.8,9.3
06,2009-2018,14.5,3.9
06,2009-2018,11.1,3.9
06,2009-2018,12.3,1.6
06,2009-2018,13,0.4
06,2009-2018,12.7,0.3
06,2009-2018,14.2,3.5
06,2009-2018,14.5,7.1
06,2009-2018,12,6.3
06,2009-2018,13.6,8
06,2009-2018,15.4,11.3
06,2009-2018,16.5,10.2
06,2009-2018,17.8,13.3
06,2009-2018,14.7,12.4
06,2009-2018,16.4,8.9
06,2009-2018,14.4,11.6
06,2009-2018,15.6,10.2
06,2009-2018,14.8,2.5
06,2009-2018,10.7,4.1
06,2009-2018,10.9,1.5
06,2009-2018,12.8,4.7
06,2009-2018,13,2.3
06,2009-2018,11.4,2.6
06,2009-2018,12.4,2.8
06,2009-2018,10.9,4.5
06,2009-2018,11.6,4.6
06,2009-2018,14.3,6.8
06,2009-2018,15.2,12.1
06,2009-2018,14.9,10.9
06,2009-2018,16,10
06,2009-2018,12.3,9.4
07,2009-2018,13.6,9.6
07,2009-2018,13.4,3.4
07,2009-2018,13.6,5.8
07,2009-2018,15.8,6.2
07,2009-2018,13.5,9.3
07,2009-2018,15.3,8.3
07,2009-2018,14.8,7.6
07,2009-2018,14.9,8.3
07,2009-2018,13.6,5
07,2009-2018,12.2,2.2
07,2009-2018,11.8,5
07,2009-2018,10.5,8.1
07,2009-2018,10.9,4.8
07,2009-2018,11.8,2
07,2009-2018,15.1,5.7
07,2009-2018,16.4,11.5
07,2009-2018,16.6,5.9
07,2009-2018,13.8,8.2
07,2009-2018,13.9,10.1
07,2009-2018,15.6,9.9
07,2009-2018,14.6,6.8
07,2009-2018,14.8,10.8
07,2009-2018,16,7.2
07,2009-2018,16.7,10.9
07,2009-2018,15.2,4.5
07,2009-2018,11.3,3.4
07,2009-2018,11.7,2.9
07,2009-2018,11.5,3.3
07,2009-2018,13.3,9.1
07,2009-2018,14.7,8.6
07,2009-2018,15.8,7.3
08,2009-2018,16,8.3
08,2009-2018,15.6,7.8
08,2009-2018,15.1,10.2
08,2009-2018,14.9,7.1
08,2009-2018,15.7,7.6
08,2009-2018,14.6,3.2
08,2009-2018,15.5,4.7
08,2009-2018,14.7,4.7
08,2009-2018,14.6,7.3
08,2009-2018,14.3,11.4
08,2009-2018,15.4,9.6
08,2009-2018,14.8,8.7
08,2009-2018,16.2,10.9
08,2009-2018,16,12.3
08,2009-2018,15.5,13.3
08,2009-2018,17.4,12.3
08,2009-2018,15.7,12.6
08,2009-2018,16.1,11.3
08,2009-2018,16.3,12.9
08,2009-2018,16,9.7
08,2009-2018,15.5,8.7
08,2009-2018,16.3,10.3
08,2009-2018,16.3,8.1
08,2009-2018,15.7,11.8
08,2009-2018,15.9,10.3
08,2009-2018,15.9,11.2
08,2009-2018,17.3,12.2
08,2009-2018,16.7,12.8
08,2009-2018,18.1,8.6
08,2009-2018,17.7,12.8
08,2009-2018,18.5,11.6
09,2009-2018,16.2,8.3
09,2009-2018,17.2,10
09,2009-2018,16.1,9.9
09,2009-2018,14.8,5.7
09,2009-2018,13.9,4.7
09,2009-2018,14,2.6
09,2009-2018,15.7,3.7
09,2009-2018,16.7,6.1
09,2009-2018,17.3,6.3
09,2009-2018,16,10
09,2009-2018,16.4,12.8
09,2009-2018,15.7,13.9
09,2009-2018,17.4,12.2
09,2009-2018,19.2,8.5
09,2009-2018,19.1,9.3
09,2009-2018,16.8,9.8
09,2009-2018,18.7,10
09,2009-2018,18.4,9.6
09,2009-2018,16.6,11.2
09,2009-2018,16.6,9.1
09,2009-2018,16.2,7
09,2009-2018,18,12
09,2009-2018,17.3,13.4
09,2009-2018,17.6,13.1
09,2009-2018,18.1,13.4
09,2009-2018,19.1,12.5
09,2009-2018,17.6,12.6
09,2009-2018,17.7,12.9
09,2009-2018,18.8,9.9
09,2009-2018,18.1,11.9
10,2009-2018,17.4,12
10,2009-2018,16.3,12.2
10,2009-2018,17.6,14.2
10,2009-2018,18.8,14.7
10,2009-2018,17.4,6.2
10,2009-2018,10.6,6.3
10,2009-2018,14,8.9
10,2009-2018,15.5,11.2
10,2009-2018,16.5,10
10,2009-2018,16.1,9.3
10,2009-2018,15.5,5.6
10,2009-2018,15.8,8
10,2009-2018,16.6,8
10,2009-2018,16.6,10.6
10,2009-2018,18.9,14.8
10,2009-2018,17.3,14
10,2009-2018,20.3,11.8
10,2009-2018,20.3,11.5
10,2009-2018,17.6,11
10,2009-2018,17.1,11.4
10,2009-2018,16.6,6.7
10,2009-2018,16.3,11
10,2009-2018,17.4,11.7
10,2009-2018,16.1,8.6
10,2009-2018,16.3,8.2
10,2009-2018,17.6,8
10,2009-2018,18.3,12.9
10,2009-2018,15.9,12.2
10,2009-2018,17.5,11.4
10,2009-2018,15,4.9
10,2009-2018,16,7.4
11,2009-2018,16.6,11.4
11,2009-2018,17,11.3
11,2009-2018,16.1,12.5
11,2009-2018,18.7,12.9
11,2009-2018,19.2,13.7
11,2009-2018,17.8,12.7
11,2009-2018,18.7,11
11,2009-2018,17.6,13.6
11,2009-2018,17.9,12.2
11,2009-2018,16.7,13.3
11,2009-2018,19.3,11.5
11,2009-2018,17.7,9.9
11,2009-2018,20,8.9
11,2009-2018,17.1,12.2
11,2009-2018,18.2,12.7
11,2009-2018,19.2,13.6
11,2009-2018,18.6,12.6
11,2009-2018,19,14.2
11,2009-2018,20.2,14.1
11,2009-2018,18.2,13.3
11,2009-2018,18.1,14.2
11,2009-2018,20.8,16.8
11,2009-2018,18.8,12.8
11,2009-2018,20.2,16.4
11,2009-2018,19.3,13.1
11,2009-2018,19.1,13.8
11,2009-2018,20.2,13.7
11,2009-2018,19.3,14.2
11,2009-2018,21,16.8
11,2009-2018,21.1,15.5
12,2009-2018,21.7,16.8
12,2009-2018,24.3,17.6
12,2009-2018,21.5,17.2
12,2009-2018,22.5,14.1
12,2009-2018,18.2,13.1
12,2009-2018,21,10.6
12,2009-2018,22.3,14.9
12,2009-2018,20.1,13.5
12,2009-2018,20,13.8
12,2009-2018,21.8,13
12,2009-2018,24.8,13.2
12,2009-2018,25.6,18.3
12,2009-2018,21.9,12.5
12,2009-2018,21,15.8
12,2009-2018,21.6,12.2
12,2009-2018,18.7,10.9
12,2009-2018,19.2,14
12,2009-2018,20.1,12.3
12,2009-2018,20.3,15.3
12,2009-2018,22.1,17.5
12,2009-2018,22,14.8
12,2009-2018,19.6,11.4
12,2009-2018,21.9,15.4
12,2009-2018,22.2,14.7
12,2009-2018,23.4,13.9
12,2009-2018,24.6,13.7
12,2009-2018,23.6,14.9
12,2009-2018,23.8,18.3
12,2009-2018,24.4,18.6
12,2009-2018,23.4,17.7
12,2009-2018,21.9,14.9
01,2009-2018,20.5,15.3
01,2009-2018,21.5,15.3
01,2009-2018,24.1,13.9
01,2009-2018,26,19.2
01,2009-2018,21.2,15.7
01,2009-2018,20.6,11
01,2009-2018,24.2,14
01,2009-2018,24,15.4
01,2009-2018,22.6,13.8
01,2009-2018,20.7,10.5
01,2009-2018,22.2,14.4
01,2009-2018,20.4,12.1
01,2009-2018,21.3,15.3
01,2009-2018,21.3,15.5
01,2009-2018,23,14.5
01,2009-2018,24.9,17.4
01,2009-2018,26.1,16.8
01,2009-2018,22.5,17.7
01,2009-2018,25.2,18
01,2009-2018,26.3,18
01,2009-2018,25.7,19.5
01,2009-2018,24.6,16.9
01,2009-2018,22.2,16.4
01,2009-2018,21.8,17.4
01,2009-2018,21.1,15.6
01,2009-2018,26.5,17.7
01,2009-2018,25.7,16.6
01,2009-2018,26.5,16.3
01,2009-2018,26.2,16.3
01,2009-2018,27.8,16.5
01,2009-2018,27.8,19.9
02,2009-2018,24,19.6
02,2009-2018,25.1,19.9
02,2009-2018,24.6,17.1
02,2009-2018,26.4,17
02,2009-2018,25.5,16.7
02,2009-2018,24.8,18.2
02,2009-2018,25.2,18.5
02,2009-2018,25.9,16.3
02,2009-2018,24.9,17.6
02,2009-2018,25.4,18.2
02,2009-2018,23.9,18.1
02,2009-2018,25.4,15.7
02,2009-2018,26.9,19.4
02,2009-2018,26.7,20.7
02,2009-2018,25.4,19.4
02,2009-2018,24.2,19
02,2009-2018,25.5,20.3
02,2009-2018,27.9,20.2
02,2009-2018,26.5,17.8
02,2009-2018,22.6,15.3
02,2009-2018,24.2,13.9
02,2009-2018,24.2,14.1
02,2009-2018,25.9,18.4
02,2009-2018,27.3,17.7
02,2009-2018,27.6,20.9
02,2009-2018,25,18
02,2009-2018,24,14.7
02,2009-2018,26.5,14.8
03,2009-2018,25.8,16.8
03,2009-2018,27.4,16.6
03,2009-2018,24.9,17.7
03,2009-2018,22.5,17.2
03,2009-2018,22.9,14.9
03,2009-2018,24.2,16.9
03,2009-2018,27.3,13.9
03,2009-2018,24.3,13
03,2009-2018,23.9,13.4
03,2009-2018,24.8,15.3
03,2009-2018,24.7,18
03,2009-2018,24.8,16.4
03,2009-2018,22,10.8
03,2009-2018,21.6,13.7
03,2009-2018,23,17.1
03,2009-2018,23,15.2
03,2009-2018,20.1,15.9
03,2009-2018,23,7.5
03,2009-2018,19.3,11
03,2009-2018,20.1,16.4
03,2009-2018,23.5,15.3
03,2009-2018,23.2,15.1
03,2009-2018,24,16
03,2009-2018,23.2,14.3
03,2009-2018,23.7,16.1
03,2009-2018,20.8,16.4
03,2009-2018,22.3,16.9
03,2009-2018,22.8,16.9
03,2009-2018,24.2,15.8
03,2009-2018,21.5,11.4
03,2009-2018,22.8,13.5
04,2009-2018,21.9,13.7
04,2009-2018,21.4,13.6
04,2009-2018,22.1,11.9
04,2009-2018,22.8,13.6
04,2009-2018,22.3,14.7
04,2009-2018,24.2,14.8
04,2009-2018,21.7,13.3
04,2009-2018,19.8,9.7
04,2009-2018,20.2,9.3
04,2009-2018,20.5,9.8
04,2009-2018,21.3,9.3
04,2009-2018,22.4,10.5
04,2009-2018,21.7,12.6
04,2009-2018,20.2,16.5
04,2009-2018,21.3,15.4
04,2009-2018,20.8,15.6
04,2009-2018,19.6,8.6
04,2009-2018,18.1,13.1
04,2009-2018,20.7,14.7
04,2009-2018,20.1,14.9
04,2009-2018,19,10.7
04,2009-2018,19.6,14.2
04,2009-2018,18.1,13.5
04,2009-2018,20.3,14
04,2009-2018,21.3,13.6
04,2009-2018,22.4,14.5
04,2009-2018,22.1,18.3
04,2009-2018,21.3,11.7
04,2009-2018,19.4,12.4
04,2009-2018,20.4,10
05,2009-2018,21.7,14.9
05,2009-2018,18.1,9.2
05,2009-2018,17.7,7.6
05,2009-2018,17.5,12.2
05,2009-2018,18.2,8.6
05,2009-2018,18.5,6.7
05,2009-2018,16.8,10.3
05,2009-2018,17.9,13.6
05,2009-2018,17.4,13.3
05,2009-2018,19.5,11.5
05,2009-2018,21.1,12.1
05,2009-2018,20.4,16.3
05,2009-2018,19.3,15.9
05,2009-2018,21.9,12.3
05,2009-2018,20.2,15.2
05,2009-2018,19.4,12.4
05,2009-2018,19.4,10.9
05,2009-2018,17.8,9.5
05,2009-2018,17.9,7.8
05,2009-2018,17.8,8.3
05,2009-2018,14.7,9.3
05,2009-2018,14.8,8.7
05,2009-2018,16.9,6.3
05,2009-2018,16.7,9.1
05,2009-2018,17.6,10.7
05,2009-2018,16.5,12.3
05,2009-2018,17.7,11.5
05,2009-2018,17.6,12.4
05,2009-2018,17,10.2
05,2009-2018,15.3,8
05,2009-2018,14.9,7.6
06,2009-2018,14.7,9.4
06,2009-2018,15.8,10.3
06,2009-2018,18.3,12.3
06,2009-2018,16.3,7.4
06,2009-2018,15.5,6.3
06,2009-2018,17.2,11.1
06,2009-2018,17.8,14.5
06,2009-2018,17.7,9.4
06,2009-2018,13.3,4.9
06,2009-2018,14,8
06,2009-2018,15.8,10.3
06,2009-2018,15.8,12.1
06,2009-2018,16.9,9.4
06,2009-2018,14.7,8.4
06,2009-2018,15,9.5
06,2009-2018,13,3
06,2009-2018,13.8,4.3
06,2009-2018,15.3,6.6
06,2009-2018,16.6,12
06,2009-2018,16.2,14.1
06,2009-2018,17.7,12.4
06,2009-2018,16.9,9.1
06,2009-2018,14.9,6.6
06,2009-2018,15.1,7
06,2009-2018,12.1,8.1
06,2009-2018,11.7,6.3
06,2009-2018,13.7,7.3
06,2009-2018,15.5,6.6
06,2009-2018,15.1,10
06,2009-2018,15.6,9.3
07,2009-2018,14.8,6.8
07,2009-2018,13.9,7.7
07,2009-2018,15.7,4.5
07,2009-2018,15.1,8
07,2009-2018,13.7,9.9
07,2009-2018,14.8,10.7
07,2009-2018,16.2,11.9
07,2009-2018,14.3,11
07,2009-2018,13.5,6.8
07,2009-2018,12.6,3.6
07,2009-2018,11.5,2.4
07,2009-2018,11.6,3.1
07,2009-2018,12.8,4.5
07,2009-2018,12.5,3.5
07,2009-2018,13.5,3.5
07,2009-2018,13,6.2
07,2009-2018,13.5,8.2
07,2009-2018,15,6
07,2009-2018,14.6,5
07,2009-2018,13.2,8.1
07,2009-2018,15.3,8.5
07,2009-2018,14.3,12.2
07,2009-2018,17.1,10.2
07,2009-2018,15.1,7.9
07,2009-2018,15.5,6.8
07,2009-2018,14.4,7.7
07,2009-2018,15,9.2
07,2009-2018,15.3,8.7
07,2009-2018,14.2,8
07,2009-2018,14,5.3
07,2009-2018,13.3,4.5
08,2009-2018,15.2,7.2
08,2009-2018,14.6,12.9
08,2009-2018,16.2,10.1
08,2009-2018,16.1,12.6
08,2009-2018,16,10.3
08,2009-2018,15.6,8.7
08,2009-2018,16.6,10.8
08,2009-2018,14.6,8.9
08,2009-2018,15,9.2
08,2009-2018,14.2,4.6
08,2009-2018,12.7,3.1
08,2009-2018,14.3,3.3
08,2009-2018,14.7,8.6
08,2009-2018,15.7,14.1
08,2009-2018,15.4,13
08,2009-2018,14.6,9.7
08,2009-2018,15.8,11.9
08,2009-2018,18.2,10.2
08,2009-2018,13.7,9.3
08,2009-2018,15,6.9
08,2009-2018,14.7,11.1
08,2009-2018,16.4,10.5
08,2009-2018,15,8
08,2009-2018,15.4,9.1
08,2009-2018,14.7,6.7
08,2009-2018,15.7,9.4
08,2009-2018,16.7,12.2
08,2009-2018,15.4,9.2
08,2009-2018,18.3,10
08,2009-2018,15.9,8.5
08,2009-2018,15,9.7
09,2009-2018,15.6,7.9
09,2009-2018,15.9,6.4
09,2009-2018,13.9,10.3
09,2009-2018,15.1,8.1
09,2009-2018,15,8
09,2009-2018,15.5,11.9
09,2009-2018,17.8,12.2
09,2009-2018,15.4,9.8
09,2009-2018,18,11.4
09,2009-2018,16.8,11.1
09,2009-2018,16.4,8.3
09,2009-2018,16.1,13.3
09,2009-2018,19.2,12.1
09,2009-2018,16.1,9.8
09,2009-2018,18,10.5
09,2009-2018,15.2,7.3
09,2009-2018,18.4,11.1
09,2009-2018,17.6,6.9
09,2009-2018,17,13
09,2009-2018,17,10.1
09,2009-2018,16.6,11.6
09,2009-2018,15.5,9.2
09,2009-2018,13.8,8.6
09,2009-2018,15.9,8.2
09,2009-2018,17.4,12.4
09,2009-2018,17.7,10.9
09,2009-2018,18.2,12
09,2009-2018,18.1,10.8
09,2009-2018,20.4,12.6
09,2009-2018,20.2,15.1
10,2009-2018,17.2,11.4
10,2009-2018,15.9,10
10,2009-2018,16.4,8.2
10,2009-2018,16.9,7.8
10,2009-2018,18.3,7.4
10,2009-2018,18.4,11.9
10,2009-2018,16.4,12.2
10,2009-2018,17.5,11.8
10,2009-2018,19.3,13.3
10,2009-2018,17.6,9.7
10,2009-2018,16.7,8.5
10,2009-2018,13.4,6.9
10,2009-2018,16.1,9.3
10,2009-2018,17.3,12.9
10,2009-2018,21.1,13.4
10,2009-2018,17.9,12.6
10,2009-2018,17.1,12.7
10,2009-2018,17.9,11
10,2009-2018,17.2,8
10,2009-2018,17.3,11.1
10,2009-2018,15.1,10.7
10,2009-2018,16.1,11
10,2009-2018,16.6,9.2
10,2009-2018,17.2,8.3
10,2009-2018,21.2,10
10,2009-2018,19.8,10.7
10,2009-2018,20.2,11.1
10,2009-2018,20.5,10
10,2009-2018,20.8,11.7
10,2009-2018,21.8,11.9
10,2009-2018,19.5,9.9
11,2009-2018,18.3,9.1
11,2009-2018,20.1,11.3
11,2009-2018,17.6,9.6
11,2009-2018,18,9.4
11,2009-2018,20.4,15.2
11,2009-2018,17.2,11.7
11,2009-2018,17.6,10.7
11,2009-2018,17.5,7.7
11,2009-2018,18.9,10.1
11,2009-2018,19.8,11.6
11,2009-2018,19.1,13.4
11,2009-2018,19.4,14.5
11,2009-2018,19.6,13.9
11,2009-2018,20.8,16.3
11,2009-2018,21.4,15.5
11,2009-2018,20.2,12.9
11,2009-2018,22.2,12.1
11,2009-2018,22,12.2
11,2009-2018,23.5,15.4
11,2009-2018,23.2,18
11,2009-2018,22.3,15.9
11,2009-2018,18.4,15.2
11,2009-2018,19.8,11.7
11,2009-2018,18.2,9.4
11,2009-2018,20.7,12.2
11,2009-2018,20.2,16
11,2009-2018,22,14.1
11,2009-2018,22.2,16.1
11,2009-2018,23.5,16
11,2009-2018,24.2,16
12,2009-2018,22,14.4
12,2009-2018,24.7,16.1
12,2009-2018,21.5,15.8
12,2009-2018,22.3,17
12,2009-2018,23.1,16.6
12,2009-2018,22.6,15.8
12,2009-2018,23.1,17
12,2009-2018,21.6,16.3
12,2009-2018,22.4,13.1
12,2009-2018,23.3,14.6
12,2009-2018,22.8,13.4
12,2009-2018,24.2,18
12,2009-2018,25.5,17.3
12,2009-2018,26.2,19.7
12,2009-2018,24.5,18.2
12,2009-2018,24.8,18.9
12,2009-2018,20.7,18.3
12,2009-2018,25.4,19.8
12,2009-2018,24.2,19.9
12,2009-2018,21.6,19.2
12,2009-2018,24.7,20.4
12,2009-2018,27.3,20.3
12,2009-2018,28.3,18.3
12,2009-2018,22.8,16.3
12,2009-2018,21.8,16.7
12,2009-2018,20.4,16.3
12,2009-2018,22.1,13.8
12,2009-2018,24.2,20.3
12,2009-2018,24.5,15.6
12,2009-2018,21.9,15.1
12,2009-2018,24.9,18.2
01,2009-2018,23.5,17.6
01,2009-2018,22,15.4
01,2009-2018,25.2,14.8
01,2009-2018,24.7,16.1
01,2009-2018,25.3,17.8
01,2009-2018,26.2,19.5
01,2009-2018,25.2,19.6
01,2009-2018,26.4,17
01,2009-2018,23.3,16.7
01,2009-2018,24.8,16.6
01,2009-2018,24.1,15.5
01,2009-2018,24.7,16
01,2009-2018,24.9,17.3
01,2009-2018,24.7,15.5
01,2009-2018,26,17.4
01,2009-2018,26.7,14.4
01,2009-2018,25.7,15.2
01,2009-2018,27.2,20.5
01,2009-2018,25.2,19.5
01,2009-2018,24.4,15.8
01,2009-2018,24.6,17.2
01,2009-2018,24.7,15.4
01,2009-2018,20,15.4
01,2009-2018,25,17.4
01,2009-2018,20.8,17.4
01,2009-2018,23.1,16.9
01,2009-2018,25.5,17.6
01,2009-2018,23.5,17
01,2009-2018,22.7,18.9
01,2009-2018,21.7,17.1
01,2009-2018,21.7,17.4
02,2009-2018,23.8,17.9
02,2009-2018,21.8,17.8
02,2009-2018,24.6,19.9
02,2009-2018,24.3,20.8
02,2009-2018,24.7,20
02,2009-2018,25.1,20.6
02,2009-2018,25.4,20.1
02,2009-2018,25.3,18.5
02,2009-2018,25.5,17
02,2009-2018,23,17.1
02,2009-2018,21.5,16.9
02,2009-2018,26.2,18.6
02,2009-2018,25.8,20.1
02,2009-2018,27.8,17.9
02,2009-2018,26.4,17.9
02,2009-2018,24.7,18.8
02,2009-2018,21.4,16.4
02,2009-2018,24.5,14
02,2009-2018,24.9,14.6
02,2009-2018,24.6,17.1
02,2009-2018,24.5,19
02,2009-2018,25.1,18.3
02,2009-2018,26.4,17.5
02,2009-2018,23.3,17.6
02,2009-2018,22.9,17.7
02,2009-2018,23,17.8
02,2009-2018,23.4,17.5
02,2009-2018,22.4,13.5
03,2009-2018,24.4,14.6
03,2009-2018,25.9,18.5
03,2009-2018,25.2,16.1
03,2009-2018,25,18.1
03,2009-2018,25.8,18
03,2009-2018,22.5,14.1
03,2009-2018,19.7,9.5
03,2009-2018,20.1,10.6
03,2009-2018,20.1,10.8
03,2009-2018,22.5,11.3
03,2009-2018,21.7,12
03,2009-2018,21.7,12.9
03,2009-2018,22.9,13.8
03,2009-2018,24.8,14.8
03,2009-2018,24.7,14.3
03,2009-2018,25.5,15.5
03,2009-2018,24.7,14.7
03,2009-2018,25.7,15.7
03,2009-2018,24.3,14.6
03,2009-2018,21.5,12.1
03,2009-2018,23.2,15
03,2009-2018,20.9,18
03,2009-2018,23.6,16.9
03,2009-2018,24.6,16.1
03,2009-2018,23.1,16.9
03,2009-2018,19.9,17.6
03,2009-2018,22.5,19.7
03,2009-2018,23.5,16.1
03,2009-2018,20.8,12.2
